chromosome	window_start	window_end	mean_depth
NC_060173.1	5200001	5300000	11.0758
NC_060173.1	5300001	5400000	12.944
NC_060173.1	5400001	5500000	13.5081
NC_060173.1	5500001	5600000	10.7602
NC_060173.1	5600001	5700000	13.5673
NC_060173.1	5700001	5800000	12.3487
NC_060173.1	5800001	5900000	9.66681
NC_060173.1	5900001	6000000	9.56558
NC_060173.1	6000001	6100000	14.2202
NC_060173.1	6100001	6200000	11.8433
NC_060173.1	6200001	6300000	13.5017
NC_060173.1	6300001	6400000	11.4279
NC_060173.1	6400001	6500000	12.6059
NC_060173.1	6500001	6600000	7.36637
NC_060173.1	6600001	6700000	9.86742
NC_060173.1	6700001	6800000	11.2686
NC_060173.1	6800001	6900000	9.34145
NC_060173.1	6900001	7000000	9.69414
NC_060173.1	7000001	7100000	13.0971
NC_060173.1	7100001	7200000	10.8026
NC_060173.1	7200001	7300000	6.9803
NC_060173.1	7300001	7400000	10.8338
NC_060173.1	7400001	7500000	4.94676
NC_060173.1	7500001	7600000	9.55995
NC_060173.1	7600001	7700000	9.62885
NC_060173.1	7700001	7800000	10.4791
NC_060173.1	7800001	7900000	9.07723
NC_060173.1	7900001	8000000	10.116
NC_060173.1	8000001	8100000	11.5534
NC_060173.1	8100001	8200000	15.7035
NC_060173.1	8200001	8300000	11.4814
NC_060173.1	8300001	8400000	9.45315
NC_060173.1	8400001	8500000	10.8653
NC_060173.1	8500001	8600000	13.7937
NC_060173.1	8600001	8700000	12.144
NC_060173.1	8700001	8800000	9.88259
NC_060173.1	8800001	8900000	13.5416
NC_060173.1	8900001	9000000	11.9078
NC_060173.1	9000001	9100000	11.2884
NC_060173.1	9100001	9200000	13.1126
NC_060173.1	9200001	9300000	14.8064
NC_060173.1	9300001	9400000	12.4782
NC_060173.1	9400001	9500000	12.05
NC_060173.1	9500001	9600000	10.2456
NC_060173.1	9600001	9700000	10.1326
NC_060173.1	9700001	9800000	10.8591
NC_060173.1	9800001	9900000	11.0577
NC_060173.1	9900001	10000000	14.5011
NC_060173.1	10000001	10100000	10.2983
NC_060173.1	10100001	10200000	12.2169
NC_060173.1	10200001	10300000	11.4219
NC_060173.1	10300001	10400000	12.9276
NC_060173.1	10400001	10500000	16.1501
NC_060173.1	10500001	10600000	16.5392
NC_060173.1	10600001	10700000	11.9745
NC_060173.1	10700001	10800000	16.187
NC_060173.1	10800001	10900000	15.3658
NC_060173.1	10900001	11000000	14.0194
NC_060173.1	11000001	11100000	12.0407
NC_060173.1	11100001	11200000	13.6257
NC_060173.1	11200001	11300000	10.4317
NC_060173.1	11300001	11400000	10.2244
NC_060173.1	11400001	11500000	14.1641
NC_060173.1	11500001	11600000	10.7408
NC_060173.1	11600001	11700000	10.2297
NC_060173.1	11700001	11800000	11.1567
NC_060173.1	11800001	11900000	6.98266
NC_060173.1	11900001	12000000	14.4481
NC_060173.1	12000001	12100000	13.3482
NC_060173.1	12100001	12200000	14.1013
NC_060173.1	12200001	12300000	14.5058
NC_060173.1	12300001	12400000	13.9917
NC_060173.1	12400001	12500000	8.78805
NC_060173.1	12500001	12600000	6.06978
NC_060173.1	12600001	12700000	14.0658
NC_060173.1	12700001	12800000	14.2003
NC_060173.1	12800001	12900000	13.1789
NC_060173.1	12900001	13000000	12.9985
NC_060173.1	13000001	13100000	13.3131
NC_060173.1	13100001	13200000	12.5843
NC_060173.1	13200001	13300000	13.5489
NC_060173.1	13300001	13400000	12.3616
NC_060173.1	13400001	13500000	13.4444
NC_060173.1	13500001	13600000	14.8073
NC_060173.1	13600001	13700000	12.8992
NC_060173.1	13700001	13800000	13.8071
NC_060173.1	13800001	13900000	13.2965
NC_060173.1	13900001	14000000	12.9755
NC_060173.1	14000001	14100000	16.2538
NC_060173.1	14100001	14200000	13.6235
NC_060173.1	14200001	14300000	15.4741
NC_060173.1	14300001	14400000	14.9069
NC_060173.1	14400001	14500000	14.3595
NC_060173.1	14500001	14600000	11.5346
NC_060173.1	14600001	14700000	11.877
NC_060173.1	14700001	14800000	16.2417
NC_060173.1	14800001	14900000	15.157
NC_060173.1	14900001	15000000	15.7914
NC_060173.1	15000001	15100000	14.2549
NC_060173.1	15100001	15200000	15.6413
NC_060173.1	15200001	15300000	10.6464
NC_060173.1	15300001	15400000	16.7616
NC_060173.1	15400001	15500000	15.8253
NC_060173.1	15500001	15600000	15.4263
NC_060173.1	15600001	15700000	11.6984
NC_060173.1	15700001	15800000	18.1148
NC_060173.1	15800001	15900000	13.8512
NC_060173.1	15900001	16000000	13.8731
NC_060173.1	16000001	16100000	12.0908
NC_060173.1	16100001	16200000	13.3992
NC_060173.1	16200001	16300000	14.5016
NC_060173.1	16300001	16400000	15.4783
NC_060173.1	16400001	16500000	16.8454
NC_060173.1	16500001	16600000	15.2196
NC_060173.1	16600001	16700000	15.3743
NC_060173.1	16700001	16800000	15.2682
NC_060173.1	16800001	16900000	14.0964
NC_060173.1	16900001	17000000	13.0249
NC_060173.1	17000001	17100000	15.7085
NC_060173.1	17100001	17200000	13.7194
NC_060173.1	17200001	17300000	14.9147
NC_060173.1	17300001	17400000	16.5572
NC_060173.1	17400001	17500000	15.1657
NC_060173.1	17500001	17600000	16.5111
NC_060173.1	17600001	17700000	14.307
NC_060173.1	17700001	17800000	13.5313
NC_060173.1	17800001	17900000	15.0916
NC_060173.1	17900001	18000000	14.0592
NC_060173.1	18000001	18100000	12.9943
NC_060173.1	18100001	18200000	12.9634
NC_060173.1	18200001	18300000	9.21245
NC_060173.1	18300001	18400000	11.8538
NC_060173.1	18400001	18500000	14.9101
NC_060173.1	18500001	18600000	12.6206
NC_060173.1	18600001	18700000	14.0685
NC_060173.1	18700001	18800000	13.2084
NC_060173.1	18800001	18900000	15.4452
NC_060173.1	18900001	19000000	15.3387
NC_060173.1	19000001	19100000	15.6579
NC_060173.1	19100001	19200000	11.98
NC_060173.1	19200001	19300000	13.0562
NC_060173.1	19300001	19400000	15.9237
NC_060173.1	19400001	19500000	18.2937
NC_060173.1	19500001	19600000	17.3605
NC_060173.1	19600001	19700000	15.7314
NC_060173.1	19700001	19800000	11.8556
NC_060173.1	19800001	19900000	15.229
NC_060173.1	19900001	20000000	11.3418
NC_060173.1	20000001	20100000	14.3764
NC_060173.1	20100001	20200000	14.9914
NC_060173.1	20200001	20300000	11.7806
NC_060173.1	20300001	20400000	13.769
NC_060173.1	20400001	20500000	15.2525
NC_060173.1	20500001	20600000	17.407
NC_060173.1	20600001	20700000	16.5383
NC_060173.1	20700001	20800000	15.8695
NC_060173.1	20800001	20900000	15.8798
NC_060173.1	20900001	21000000	14.1928
NC_060173.1	21000001	21100000	12.1057
NC_060173.1	21100001	21200000	13.7372
NC_060173.1	21200001	21300000	14.7081
NC_060173.1	21300001	21400000	13.3467
NC_060173.1	21400001	21500000	14.5102
NC_060173.1	21500001	21600000	14.7693
NC_060173.1	21600001	21700000	15.4732
NC_060173.1	21700001	21800000	14.3141
NC_060173.1	21800001	21900000	14.4561
NC_060173.1	21900001	22000000	13.6496
NC_060173.1	22000001	22100000	14.3537
NC_060173.1	22100001	22200000	15.824
NC_060173.1	22200001	22300000	13.6204
NC_060173.1	22300001	22400000	14.4129
NC_060173.1	22400001	22500000	13.6016
NC_060173.1	22500001	22600000	19.439
NC_060173.1	22600001	22700000	15.6656
NC_060173.1	22700001	22800000	14.5524
NC_060173.1	22800001	22900000	15.2196
NC_060173.1	22900001	23000000	15.9322
NC_060173.1	23000001	23100000	11.7158
NC_060173.1	23100001	23200000	13.8791
NC_060173.1	23200001	23300000	15.3938
NC_060173.1	23300001	23400000	15.1046
NC_060173.1	23400001	23500000	15.3247
NC_060173.1	23500001	23600000	15.7203
NC_060173.1	23600001	23700000	15.82
NC_060173.1	23700001	23800000	15.8325
NC_060173.1	23800001	23900000	16.0211
NC_060173.1	23900001	24000000	15.8172
NC_060173.1	24000001	24100000	15.4932
NC_060173.1	24100001	24200000	17.22
NC_060173.1	24200001	24300000	16.9967
NC_060173.1	24300001	24400000	16.3737
NC_060173.1	24400001	24500000	16.921
NC_060173.1	24500001	24600000	11.8958
NC_060173.1	24600001	24700000	15.8222
NC_060173.1	24700001	24800000	16.0587
NC_060173.1	24800001	24900000	13.8041
NC_060173.1	24900001	25000000	14.0409
NC_060173.1	25000001	25100000	15.6236
NC_060173.1	25100001	25200000	15.024
NC_060173.1	25200001	25300000	15.6555
NC_060173.1	25300001	25400000	15.48
NC_060173.1	25400001	25500000	15.6031
NC_060173.1	25500001	25600000	16.1804
NC_060173.1	25600001	25700000	15.6724
NC_060173.1	25700001	25800000	14.9284
NC_060173.1	25800001	25900000	16.7854
NC_060173.1	25900001	26000000	16.8928
NC_060173.1	26000001	26100000	14.6233
NC_060173.1	26100001	26200000	14.5601
NC_060173.1	26200001	26300000	14.3932
NC_060173.1	26300001	26400000	14.5319
NC_060173.1	26400001	26500000	14.6104
NC_060173.1	26500001	26600000	13.8462
NC_060173.1	26600001	26700000	15.099
NC_060173.1	26700001	26800000	14.1824
NC_060173.1	26800001	26900000	15.3889
NC_060173.1	26900001	27000000	15.9283
NC_060173.1	27000001	27100000	15.9019
NC_060173.1	27100001	27200000	12.8718
NC_060173.1	27200001	27300000	16.2664
NC_060173.1	27300001	27400000	14.5782
NC_060173.1	27400001	27500000	14.5817
NC_060173.1	27500001	27600000	14.1645
NC_060173.1	27600001	27700000	14.7565
NC_060173.1	27700001	27800000	15.8214
NC_060173.1	27800001	27900000	14.4009
NC_060173.1	27900001	28000000	16.67
NC_060173.1	28000001	28100000	13.6058
NC_060173.1	28100001	28200000	14.7949
NC_060173.1	28200001	28300000	16.6786
NC_060173.1	28300001	28400000	13.6864
NC_060173.1	28400001	28500000	14.0278
NC_060173.1	28500001	28600000	4.9652
NC_060173.1	28600001	28700000	8.77213
NC_060173.1	28700001	28800000	8.75919
NC_060173.1	28800001	28900000	5.8725
NC_060173.1	28900001	29000000	12.426
NC_060173.1	29000001	29100000	14.5142
NC_060173.1	29100001	29200000	15.8068
NC_060173.1	29200001	29300000	16.3005
NC_060173.1	29300001	29400000	13.3339
NC_060173.1	29400001	29500000	15.48
NC_060173.1	29500001	29600000	14.7361
NC_060173.1	29600001	29700000	13.1618
NC_060173.1	29700001	29800000	15.4568
NC_060173.1	29800001	29900000	15.7009
NC_060173.1	29900001	30000000	19.0486
NC_060173.1	30000001	30100000	10.425
NC_060173.1	30100001	30200000	9.66782
NC_060173.1	30200001	30300000	13.2651
NC_060173.1	30300001	30400000	13.8984
NC_060173.1	30400001	30500000	11.7393
NC_060173.1	30500001	30600000	13.5592
NC_060173.1	30600001	30700000	15.3596
NC_060173.1	30700001	30800000	14.4575
NC_060173.1	30800001	30900000	13.9291
NC_060173.1	30900001	31000000	14.0403
NC_060173.1	31000001	31100000	15.3182
NC_060173.1	31100001	31200000	14.9345
NC_060173.1	31200001	31300000	16.5359
NC_060173.1	31300001	31400000	15.0263
NC_060173.1	31400001	31500000	15.1734
NC_060173.1	31500001	31600000	14.2806
NC_060173.1	31600001	31700000	13.4583
NC_060173.1	31700001	31800000	11.8455
NC_060173.1	31800001	31900000	12.01
NC_060173.1	31900001	32000000	13.905
NC_060173.1	32000001	32100000	13.9489
NC_060173.1	32100001	32200000	13.5692
NC_060173.1	32200001	32300000	13.0054
NC_060173.1	32300001	32400000	12.7087
NC_060173.1	32400001	32500000	12.2978
NC_060173.1	32500001	32600000	13.1442
NC_060173.1	32600001	32700000	12.6843
NC_060173.1	32700001	32800000	13.7398
NC_060173.1	32800001	32900000	11.7641
NC_060173.1	32900001	33000000	11.4409
NC_060173.1	33000001	33100000	14.6405
NC_060173.1	33100001	33200000	12.5806
NC_060173.1	33200001	33300000	13.9128
NC_060173.1	33300001	33400000	12.7699
NC_060173.1	33400001	33500000	13.0106
NC_060173.1	33500001	33600000	14.0926
NC_060173.1	33600001	33700000	16.2107
NC_060173.1	33700001	33800000	14.9114
NC_060173.1	33800001	33900000	14.9894
NC_060173.1	33900001	34000000	16.5706
NC_060173.1	34000001	34100000	15.3597
NC_060173.1	34100001	34200000	15.1641
NC_060173.1	34200001	34300000	16.3007
NC_060173.1	34300001	34400000	18.7856
NC_060173.1	34400001	34500000	16.2703
NC_060173.1	34500001	34600000	15.679
NC_060173.1	34600001	34700000	16.9919
NC_060173.1	34700001	34800000	8.13364
NC_060173.1	34800001	34900000	7.10396
NC_060173.1	34900001	35000000	16.7458
NC_060173.1	35000001	35100000	15.0799
NC_060173.1	35100001	35200000	16.1332
NC_060173.1	35200001	35300000	16.8327
NC_060173.1	35300001	35400000	15.0205
NC_060173.1	35400001	35500000	15.6843
NC_060173.1	35500001	35600000	15.4559
NC_060173.1	35600001	35700000	16.7442
NC_060173.1	35700001	35800000	16.7572
NC_060173.1	35800001	35900000	19.4979
NC_060173.1	35900001	36000000	16.0869
NC_060173.1	36000001	36100000	12.445
NC_060173.1	36100001	36200000	17.902
NC_060173.1	36200001	36300000	16.2018
NC_060173.1	36300001	36400000	16.7621
NC_060173.1	36400001	36500000	16.0282
NC_060173.1	36500001	36600000	16.6164
NC_060173.1	36600001	36700000	15.9267
NC_060173.1	36700001	36800000	16.8218
NC_060173.1	36800001	36900000	16.2627
NC_060173.1	36900001	37000000	16.4191
NC_060173.1	37000001	37100000	16.6081
NC_060173.1	37100001	37200000	15.6928
NC_060173.1	37200001	37300000	16.8121
NC_060173.1	37300001	37400000	18.0829
NC_060173.1	37400001	37500000	15.1794
NC_060173.1	37500001	37600000	16.4705
NC_060173.1	37600001	37700000	19.4189
NC_060173.1	37700001	37800000	17.1344
NC_060173.1	37800001	37900000	16.3267
NC_060173.1	37900001	38000000	15.3987
NC_060173.1	38000001	38100000	17.8018
NC_060173.1	38100001	38200000	15.3909
NC_060173.1	38200001	38300000	13.7613
NC_060173.1	38300001	38400000	13.9395
NC_060173.1	38400001	38500000	13.4973
NC_060173.1	38500001	38600000	15.0166
NC_060173.1	38600001	38700000	14.0742
NC_060173.1	38700001	38800000	15.2958
NC_060173.1	38800001	38900000	17.6425
NC_060173.1	38900001	39000000	16.6986
NC_060173.1	39000001	39100000	16.9601
NC_060173.1	39100001	39200000	17.5589
NC_060173.1	39200001	39300000	15.965
NC_060173.1	39300001	39400000	14.9582
NC_060173.1	39400001	39500000	15.4664
NC_060173.1	39500001	39600000	11.4212
NC_060173.1	39600001	39700000	14.8195
NC_060173.1	39700001	39800000	9.76174
NC_060173.1	39800001	39900000	12.6869
NC_060173.1	39900001	40000000	14.3958
NC_060173.1	40000001	40100000	12.3749
NC_060173.1	40100001	40200000	13.2614
NC_060173.1	40200001	40300000	15.3902
NC_060173.1	40300001	40400000	8.32107
NC_060173.1	40400001	40500000	15.516
NC_060173.1	40500001	40600000	13.3605
NC_060173.1	40600001	40700000	13.7406
NC_060173.1	40700001	40800000	14.8984
NC_060173.1	40800001	40900000	12.4193
NC_060173.1	40900001	41000000	14.9255
NC_060173.1	41000001	41100000	16.1406
NC_060173.1	41100001	41200000	16.1194
NC_060173.1	41200001	41300000	14.6699
NC_060173.1	41300001	41400000	15.8463
NC_060173.1	41400001	41500000	14.4112
NC_060173.1	41500001	41600000	15.1106
NC_060173.1	41600001	41700000	16.8152
NC_060173.1	41700001	41800000	17.767
NC_060173.1	41800001	41900000	17.2149
NC_060173.1	41900001	42000000	16.2936
NC_060173.1	42000001	42100000	18.8031
NC_060173.1	42100001	42200000	16.2698
NC_060173.1	42200001	42300000	13.8648
NC_060173.1	42300001	42400000	15.9782
NC_060173.1	42400001	42500000	15.8105
NC_060173.1	42500001	42600000	15.969
NC_060173.1	42600001	42700000	16.2448
NC_060173.1	42700001	42800000	16.5538
NC_060173.1	42800001	42900000	15.147
NC_060173.1	42900001	43000000	15.457
NC_060173.1	43000001	43100000	15.415
NC_060173.1	43100001	43200000	15.3771
NC_060173.1	43200001	43300000	12.8397
NC_060173.1	43300001	43400000	15.163
NC_060173.1	43400001	43500000	16.9531
NC_060173.1	43500001	43600000	16.2111
NC_060173.1	43600001	43700000	16.1246
NC_060173.1	43700001	43800000	16.1299
NC_060173.1	43800001	43900000	15.4156
NC_060173.1	43900001	44000000	17.3753
NC_060173.1	44000001	44100000	17.2439
NC_060173.1	44100001	44200000	17.1451
NC_060173.1	44200001	44300000	15.3536
NC_060173.1	44300001	44400000	13.6883
NC_060173.1	44400001	44500000	15.5546
NC_060173.1	44500001	44600000	14.9616
NC_060173.1	44600001	44700000	15.1735
NC_060173.1	44700001	44800000	14.6144
NC_060173.1	44800001	44900000	15.7062
NC_060173.1	44900001	45000000	12.4757
NC_060173.1	45000001	45100000	17.335
NC_060173.1	45100001	45200000	16.6093
NC_060173.1	45200001	45300000	19.4827
NC_060173.1	45300001	45400000	18.092
NC_060173.1	45400001	45500000	15.7113
NC_060173.1	45500001	45600000	13.4008
NC_060173.1	45600001	45700000	15.4538
NC_060173.1	45700001	45800000	14.5887
NC_060173.1	45800001	45900000	14.6956
NC_060173.1	45900001	46000000	13.9133
NC_060173.1	46000001	46100000	15.6348
NC_060173.1	46100001	46200000	16.8686
NC_060173.1	46200001	46300000	15.6479
NC_060173.1	46300001	46400000	16.6487
NC_060173.1	46400001	46500000	15.2306
NC_060173.1	46500001	46600000	14.7372
NC_060173.1	46600001	46700000	15.0265
NC_060173.1	46700001	46800000	15.4071
NC_060173.1	46800001	46900000	30.2629
NC_060173.1	46900001	47000000	35.631
NC_060173.1	47000001	47100000	16.368
NC_060173.1	47100001	47200000	16.8446
NC_060173.1	47200001	47300000	15.4687
NC_060173.1	47300001	47400000	17.1312
NC_060173.1	47400001	47500000	15.7165
NC_060173.1	47500001	47600000	17.6047
NC_060173.1	47600001	47700000	15.9662
NC_060173.1	47700001	47800000	15.1605
NC_060173.1	47800001	47900000	14.5984
NC_060173.1	47900001	48000000	15.2391
NC_060173.1	48000001	48100000	14.3697
NC_060173.1	48100001	48200000	15.0503
NC_060173.1	48200001	48300000	11.8807
NC_060173.1	48300001	48400000	15.2263
NC_060173.1	48400001	48500000	13.7257
NC_060173.1	48500001	48600000	15.7271
NC_060173.1	48600001	48700000	19.5523
NC_060173.1	48700001	48800000	14.2756
NC_060173.1	48800001	48900000	15.1645
NC_060173.1	48900001	49000000	14.4654
NC_060173.1	49000001	49100000	15.3895
NC_060173.1	49100001	49200000	15.3841
NC_060173.1	49200001	49300000	14.6855
NC_060173.1	49300001	49400000	14.8491
NC_060173.1	49400001	49500000	15.4127
NC_060173.1	49500001	49600000	15.5533
NC_060173.1	49600001	49700000	14.0023
NC_060173.1	49700001	49800000	15.2421
NC_060173.1	49800001	49900000	17.0469
NC_060173.1	49900001	50000000	18.9271
NC_060173.1	50000001	50100000	16.726
NC_060173.1	50100001	50200000	16.2143
NC_060173.1	50200001	50300000	14.0677
NC_060173.1	50300001	50400000	16.0675
NC_060173.1	50400001	50500000	13.8635
NC_060173.1	50500001	50600000	10.5752
NC_060173.1	50600001	50700000	14.4398
NC_060173.1	50700001	50800000	14.8905
NC_060173.1	50800001	50900000	17.1502
NC_060173.1	50900001	51000000	14.8953
NC_060173.1	51000001	51100000	15.8583
NC_060173.1	51100001	51200000	15.8717
NC_060173.1	51200001	51300000	15.2549
NC_060173.1	51300001	51400000	16.3467
NC_060173.1	51400001	51500000	13.0232
NC_060173.1	51500001	51600000	16.1568
NC_060173.1	51600001	51700000	13.8307
NC_060173.1	51700001	51800000	14.7708
NC_060173.1	51800001	51900000	16.0712
NC_060173.1	51900001	52000000	16.1397
NC_060173.1	52000001	52100000	16.0492
NC_060173.1	52100001	52200000	16.0691
NC_060173.1	52200001	52300000	15.8524
NC_060173.1	52300001	52400000	15.8591
NC_060173.1	52400001	52500000	14.7676
NC_060173.1	52500001	52600000	16.2812
NC_060173.1	52600001	52700000	15.5239
NC_060173.1	52700001	52800000	14.4241
NC_060173.1	52800001	52900000	15.3413
NC_060173.1	52900001	53000000	15.2768
NC_060173.1	53000001	53100000	15.0248
NC_060173.1	53100001	53200000	16.2304
NC_060173.1	53200001	53300000	16.0598
NC_060173.1	53300001	53400000	17.7981
NC_060173.1	53400001	53500000	16.7939
NC_060173.1	53500001	53600000	15.7033
NC_060173.1	53600001	53700000	16.3189
NC_060173.1	53700001	53800000	14.8356
NC_060173.1	53800001	53900000	13.9832
NC_060173.1	53900001	54000000	15.2215
NC_060173.1	54000001	54100000	16.911
NC_060173.1	54100001	54200000	15.3077
NC_060173.1	54200001	54300000	18.1272
NC_060173.1	54300001	54400000	16.7551
NC_060173.1	54400001	54500000	18.2457
NC_060173.1	54500001	54600000	16.4253
NC_060173.1	54600001	54700000	16.9548
NC_060173.1	54700001	54800000	16.3624
NC_060173.1	54800001	54900000	16.1707
NC_060173.1	54900001	55000000	18.4066
NC_060173.1	55000001	55100000	19.5299
NC_060173.1	55100001	55200000	16.8394
NC_060173.1	55200001	55300000	16.2688
NC_060173.1	55300001	55400000	15.8224
NC_060173.1	55400001	55500000	17.0746
NC_060173.1	55500001	55600000	16.1963
NC_060173.1	55600001	55700000	16.2368
NC_060173.1	55700001	55800000	16.7417
NC_060173.1	55800001	55900000	15.5245
NC_060173.1	55900001	56000000	15.6493
NC_060173.1	56000001	56100000	15.7581
NC_060173.1	56100001	56200000	13.9536
NC_060173.1	56200001	56300000	14.8425
NC_060173.1	56300001	56400000	15.938
NC_060173.1	56400001	56500000	14.9495
NC_060173.1	56500001	56600000	14.8634
NC_060173.1	56600001	56700000	15.355
NC_060173.1	56700001	56800000	17.4612
NC_060173.1	56800001	56900000	16.8286
NC_060173.1	56900001	57000000	16.0496
NC_060173.1	57000001	57100000	15.1672
NC_060173.1	57100001	57200000	14.8436
NC_060173.1	57200001	57300000	15.3627
NC_060173.1	57300001	57400000	16.4021
NC_060173.1	57400001	57500000	17.3482
NC_060173.1	57500001	57600000	14.3624
NC_060173.1	57600001	57700000	13.9115
NC_060173.1	57700001	57800000	19.3916
NC_060173.1	57800001	57900000	14.0761
NC_060173.1	57900001	58000000	15.9814
NC_060173.1	58000001	58100000	16.1102
NC_060173.1	58100001	58200000	17.438
NC_060173.1	58200001	58300000	16.1833
NC_060173.1	58300001	58400000	15.633
NC_060173.1	58400001	58500000	15.1851
NC_060173.1	58500001	58600000	15.688
NC_060173.1	58600001	58700000	15.467
NC_060173.1	58700001	58800000	15.2735
NC_060173.1	58800001	58900000	15.5399
NC_060173.1	58900001	59000000	15.274
NC_060173.1	59000001	59100000	14.1843
NC_060173.1	59100001	59200000	15.7769
NC_060173.1	59200001	59300000	15.9043
NC_060173.1	59300001	59400000	15.7619
NC_060173.1	59400001	59500000	17.2231
NC_060173.1	59500001	59600000	16.9132
NC_060173.1	59600001	59700000	16.9211
NC_060173.1	59700001	59800000	16.4095
NC_060173.1	59800001	59900000	15.1243
NC_060173.1	59900001	60000000	16.0793
NC_060173.1	60000001	60100000	15.7401
NC_060173.1	60100001	60200000	15.9863
NC_060173.1	60200001	60300000	16.4289
NC_060173.1	60300001	60400000	15.3781
NC_060173.1	60400001	60500000	16.3912
NC_060173.1	60500001	60600000	16.6059
NC_060173.1	60600001	60700000	14.2852
NC_060173.1	60700001	60800000	13.866
NC_060173.1	60800001	60900000	17.8766
NC_060173.1	60900001	61000000	15.3486
NC_060173.1	61000001	61100000	18.6539
NC_060173.1	61100001	61200000	16.7124
NC_060173.1	61200001	61300000	15.7985
NC_060173.1	61300001	61400000	17.7485
NC_060173.1	61400001	61500000	15.8864
NC_060173.1	61500001	61600000	16.7927
NC_060173.1	61600001	61700000	14.6798
NC_060173.1	61700001	61800000	16.2272
NC_060173.1	61800001	61900000	15.2099
NC_060173.1	61900001	62000000	14.8343
NC_060173.1	62000001	62100000	14.9429
NC_060173.1	62100001	62200000	14.2075
NC_060173.1	62200001	62300000	17.2824
NC_060173.1	62300001	62400000	14.8663
NC_060173.1	62400001	62500000	16.7866
NC_060173.1	62500001	62600000	16.7892
NC_060173.1	62600001	62700000	16.1403
NC_060173.1	62700001	62800000	15.2979
NC_060173.1	62800001	62900000	14.2936
NC_060173.1	62900001	63000000	15.249
NC_060173.1	63000001	63100000	15.7653
NC_060173.1	63100001	63200000	15.7173
NC_060173.1	63200001	63300000	15.8795
NC_060173.1	63300001	63400000	19.0979
NC_060173.1	63400001	63500000	16.9096
NC_060173.1	63500001	63600000	16.4784
NC_060173.1	63600001	63700000	15.6992
NC_060173.1	63700001	63800000	35.6478
NC_060173.1	63800001	63900000	15.6533
NC_060173.1	63900001	64000000	16.5362
NC_060173.1	64000001	64100000	15.0424
NC_060173.1	64100001	64200000	17.2299
NC_060173.1	64200001	64300000	16.9731
NC_060173.1	64300001	64400000	14.7821
NC_060173.1	64400001	64500000	15.7026
NC_060173.1	64500001	64600000	14.9091
NC_060173.1	64600001	64700000	15.3753
NC_060173.1	64700001	64800000	17.6378
NC_060173.1	64800001	64900000	17.28
NC_060173.1	64900001	65000000	17.3953
NC_060173.1	65000001	65100000	15.2692
NC_060173.1	65100001	65200000	15.7507
NC_060173.1	65200001	65300000	15.0835
NC_060173.1	65300001	65400000	15.7733
NC_060173.1	65400001	65500000	15.8677
NC_060173.1	65500001	65600000	19.6621
NC_060173.1	65600001	65700000	18.4754
NC_060173.1	65700001	65800000	15.2295
NC_060173.1	65800001	65900000	15.7807
NC_060173.1	65900001	66000000	15.673
NC_060173.1	66000001	66100000	15.734
NC_060173.1	66100001	66200000	18.9223
NC_060173.1	66200001	66300000	19.4204
NC_060173.1	66300001	66400000	19.3883
NC_060173.1	66400001	66500000	14.8229
NC_060173.1	66500001	66600000	15.5132
NC_060173.1	66600001	66700000	15.4276
